// x, y, n_BG, n_sig(C1N1 1TeV), n_sig(C1N1 3TeV), n_sig(C1C1 1TeV), n_sig(C1C1 3TeV) 
6500, 7100, 7942.45+/-935.185, 44.9324+/-32.7443, 6.94788+/-4.04942, 105.003+/-43.0554, 2.31768+/-1.40967;
6500, 7200, 7263.29+/-899.264, 44.9324+/-32.7443, 6.94788+/-4.04942, 105.003+/-43.0554, 2.31768+/-1.40967;
6500, 7300, 6681.14+/-867.291, 44.9324+/-32.7443, 6.94788+/-4.04942, 87.1277+/-39.1695, 2.31768+/-1.40967;
6500, 7400, 5807.92+/-816.988, 44.9324+/-32.7443, 6.94788+/-4.04942, 51.7943+/-30.1557, 2.31768+/-1.40967;
6500, 7500, 5419.83+/-793.609, 44.9324+/-32.7443, 6.94788+/-4.04942, 51.7943+/-30.1557, 2.31768+/-1.40967;
6500, 7600, 4837.68+/-757.188, 44.9324+/-32.7443, 6.94788+/-4.04942, 33.7806+/-24.1841, 2.31768+/-1.40967;
6500, 7700, 4643.63+/-744.652, 28.0665+/-28.0665, 6.94788+/-4.04942, 33.7806+/-24.1841, 1.29178+/-0.9668;
6500, 7800, 4449.59+/-731.901, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
6500, 7900, 4158.51+/-712.346, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
6500, 8000, 3492.87+/-582.145, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
6500, 8100, 3007.75+/-540.208, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6500, 8200, 2522.63+/-494.728, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6500, 8300, 2134.53+/-455.084, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6500, 8400, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6500, 8500, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6500, 8600, 1843.46+/-422.918, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6500, 8700, 1455.36+/-375.773, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6500, 8800, 1358.34+/-363.031, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
6500, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6500, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6500, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6500, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6500, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6500, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6500, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6500, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6500, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6500, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6500, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6500, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6600, 1000, 129801+/-13337.9, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 2000, 28911.4+/-2011.36, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3000, 21270.9+/-1598.4, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3100, 20943.5+/-1578.81, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3200, 20929+/-1578.78, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3300, 19711.1+/-1501, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3400, 19614+/-1497.86, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3500, 19189.6+/-1473.76, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3600, 19182.6+/-1473.74, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3700, 19181.6+/-1473.74, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3800, 18612.9+/-1418.72, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 3900, 18223.8+/-1405.39, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4000, 17835.7+/-1391.93, 107.478+/-49.0683, 11.5857+/-4.68816, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4100, 17835.1+/-1391.93, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4200, 17835.1+/-1391.93, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4300, 17737+/-1388.54, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4400, 17737+/-1388.54, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4500, 17737+/-1388.54, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4600, 17348.3+/-1374.92, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4700, 17251.3+/-1371.49, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4800, 17154.3+/-1368.05, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 4900, 16863.2+/-1357.69, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 5000, 16766.2+/-1354.22, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 5100, 16669.2+/-1350.74, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 5200, 16474.6+/-1343.75, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 5300, 16086+/-1329.67, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 5400, 15794.9+/-1319.01, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 5500, 15697.9+/-1315.43, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.9944+/-2.38753;
6600, 5600, 15503.8+/-1308.26, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.10427+/-2.21539;
6600, 5700, 15115.7+/-1293.79, 107.478+/-49.0683, 10.3969+/-4.53493, 134.866+/-48.2338, 6.10427+/-2.21539;
6600, 5800, 15018.7+/-1290.14, 107.478+/-49.0683, 9.57595+/-4.46, 134.866+/-48.2338, 6.10427+/-2.21539;
6600, 5900, 14824.6+/-1282.83, 107.478+/-49.0683, 9.57595+/-4.46, 134.866+/-48.2338, 5.18213+/-2.01436;
6600, 6000, 14429.5+/-1268.04, 107.478+/-49.0683, 9.57595+/-4.46, 134.866+/-48.2338, 5.18213+/-2.01436;
6600, 6100, 14138.5+/-1256.86, 107.478+/-49.0683, 9.57595+/-4.46, 134.866+/-48.2338, 5.18213+/-2.01436;
6600, 6200, 14041.5+/-1253.11, 107.478+/-49.0683, 9.57595+/-4.46, 134.866+/-48.2338, 4.45465+/-1.8784;
6600, 6300, 13750.4+/-1241.79, 107.478+/-49.0683, 9.57595+/-4.46, 123.597+/-46.8988, 3.71819+/-1.72801;
6600, 6400, 13168.2+/-1218.84, 107.478+/-49.0683, 9.57595+/-4.46, 123.597+/-46.8988, 3.71819+/-1.72801;
6600, 6500, 12683.1+/-1199.37, 107.478+/-49.0683, 9.57595+/-4.46, 123.597+/-46.8988, 3.71819+/-1.72801;
6600, 6600, 12295+/-1183.57, 107.478+/-49.0683, 9.57595+/-4.46, 123.597+/-46.8988, 3.71819+/-1.72801;
6600, 6700, 11906.9+/-1167.55, 83.877+/-43.0195, 8.40405+/-4.30328, 123.597+/-46.8988, 2.92267+/-1.53401;
6600, 6800, 10936.7+/-1126.52, 83.877+/-43.0195, 8.40405+/-4.30328, 123.597+/-46.8988, 2.92267+/-1.53401;
6600, 6900, 10160.5+/-1092.58, 83.877+/-43.0195, 6.94788+/-4.04942, 105.003+/-43.0554, 2.92267+/-1.53401;
6600, 7000, 8621.62+/-969.777, 61.2307+/-36.5763, 6.94788+/-4.04942, 105.003+/-43.0554, 2.92267+/-1.53401;
6600, 7100, 7748.41+/-925.064, 44.9324+/-32.7443, 6.94788+/-4.04942, 105.003+/-43.0554, 2.31768+/-1.40967;
6600, 7200, 7069.24+/-888.734, 44.9324+/-32.7443, 6.94788+/-4.04942, 105.003+/-43.0554, 2.31768+/-1.40967;
6600, 7300, 6487.09+/-856.368, 44.9324+/-32.7443, 6.94788+/-4.04942, 87.1277+/-39.1695, 2.31768+/-1.40967;
6600, 7400, 5807.92+/-816.988, 44.9324+/-32.7443, 6.94788+/-4.04942, 51.7943+/-30.1557, 2.31768+/-1.40967;
6600, 7500, 5419.83+/-793.609, 44.9324+/-32.7443, 6.94788+/-4.04942, 51.7943+/-30.1557, 2.31768+/-1.40967;
6600, 7600, 4837.68+/-757.188, 44.9324+/-32.7443, 6.94788+/-4.04942, 33.7806+/-24.1841, 2.31768+/-1.40967;
6600, 7700, 4643.63+/-744.652, 28.0665+/-28.0665, 6.94788+/-4.04942, 33.7806+/-24.1841, 1.29178+/-0.9668;
6600, 7800, 4449.59+/-731.901, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
6600, 7900, 4158.51+/-712.346, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
6600, 8000, 3492.87+/-582.145, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
6600, 8100, 3007.75+/-540.208, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6600, 8200, 2522.63+/-494.728, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6600, 8300, 2134.53+/-455.084, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6600, 8400, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6600, 8500, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6600, 8600, 1843.46+/-422.918, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6600, 8700, 1455.36+/-375.773, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6600, 8800, 1358.34+/-363.031, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
6600, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6600, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6600, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6600, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6600, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6600, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6600, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6600, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6600, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6600, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6600, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6600, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6700, 1000, 109169+/-4700.77, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 2000, 26135.2+/-1900.36, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3000, 18496.2+/-1456.25, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3100, 18265.9+/-1438.01, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3200, 18251.3+/-1437.97, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3300, 17493+/-1390.63, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3400, 17396+/-1387.24, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3500, 16971.6+/-1361.17, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3600, 16964.6+/-1361.16, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3700, 16963.5+/-1361.16, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3800, 16769.5+/-1354.22, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 3900, 16574.4+/-1347.25, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4000, 16186.3+/-1333.2, 107.478+/-49.0683, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4100, 16185.7+/-1333.2, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4200, 16185.7+/-1333.2, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4300, 16087.6+/-1329.67, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4400, 16087.6+/-1329.67, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4500, 16087.6+/-1329.67, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4600, 15796+/-1319.01, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4700, 15698.9+/-1315.43, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4800, 15601.9+/-1311.85, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 4900, 15407.9+/-1304.65, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 5000, 15310.8+/-1301.04, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 5100, 15213.8+/-1297.42, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 5200, 15019.2+/-1290.14, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 5300, 14630.6+/-1275.47, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 5400, 14436.5+/-1268.06, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 5500, 14436.5+/-1268.06, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6700, 5600, 14339.5+/-1264.35, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.10427+/-2.21539;
6700, 5700, 13951.4+/-1249.37, 107.478+/-49.0683, 9.22501+/-4.38089, 116.626+/-44.6518, 6.10427+/-2.21539;
6700, 5800, 13854.4+/-1245.59, 107.478+/-49.0683, 8.40405+/-4.30328, 116.626+/-44.6518, 6.10427+/-2.21539;
6700, 5900, 13660.4+/-1238.01, 107.478+/-49.0683, 8.40405+/-4.30328, 116.626+/-44.6518, 5.18213+/-2.01436;
6700, 6000, 13265.3+/-1222.69, 107.478+/-49.0683, 8.40405+/-4.30328, 116.626+/-44.6518, 5.18213+/-2.01436;
6700, 6100, 13071.2+/-1214.97, 107.478+/-49.0683, 8.40405+/-4.30328, 116.626+/-44.6518, 5.18213+/-2.01436;
6700, 6200, 12974.2+/-1211.09, 107.478+/-49.0683, 8.40405+/-4.30328, 116.626+/-44.6518, 4.45465+/-1.8784;
6700, 6300, 12683.1+/-1199.37, 107.478+/-49.0683, 8.40405+/-4.30328, 105.356+/-43.2062, 3.71819+/-1.72801;
6700, 6400, 12295+/-1183.57, 107.478+/-49.0683, 8.40405+/-4.30328, 105.356+/-43.2062, 3.71819+/-1.72801;
6700, 6500, 11906.9+/-1167.55, 107.478+/-49.0683, 8.40405+/-4.30328, 105.356+/-43.2062, 3.71819+/-1.72801;
6700, 6600, 11615.8+/-1155.4, 107.478+/-49.0683, 8.40405+/-4.30328, 105.356+/-43.2062, 3.71819+/-1.72801;
6700, 6700, 11324.8+/-1143.11, 83.877+/-43.0195, 8.40405+/-4.30328, 105.356+/-43.2062, 2.92267+/-1.53401;
6700, 6800, 10451.6+/-1105.43, 83.877+/-43.0195, 8.40405+/-4.30328, 105.356+/-43.2062, 2.92267+/-1.53401;
6700, 6900, 9966.44+/-1083.93, 83.877+/-43.0195, 6.94788+/-4.04942, 86.7622+/-39.0006, 2.92267+/-1.53401;
6700, 7000, 8524.6+/-964.911, 61.2307+/-36.5763, 6.94788+/-4.04942, 86.7622+/-39.0006, 2.92267+/-1.53401;
6700, 7100, 7651.38+/-919.962, 44.9324+/-32.7443, 6.94788+/-4.04942, 86.7622+/-39.0006, 2.31768+/-1.40967;
6700, 7200, 6972.21+/-883.422, 44.9324+/-32.7443, 6.94788+/-4.04942, 86.7622+/-39.0006, 2.31768+/-1.40967;
6700, 7300, 6390.07+/-850.854, 44.9324+/-32.7443, 6.94788+/-4.04942, 68.8871+/-34.6631, 2.31768+/-1.40967;
6700, 7400, 5710.9+/-811.207, 44.9324+/-32.7443, 6.94788+/-4.04942, 51.7943+/-30.1557, 2.31768+/-1.40967;
6700, 7500, 5322.8+/-787.656, 44.9324+/-32.7443, 6.94788+/-4.04942, 51.7943+/-30.1557, 2.31768+/-1.40967;
6700, 7600, 4740.66+/-750.946, 44.9324+/-32.7443, 6.94788+/-4.04942, 33.7806+/-24.1841, 2.31768+/-1.40967;
6700, 7700, 4546.61+/-738.304, 28.0665+/-28.0665, 6.94788+/-4.04942, 33.7806+/-24.1841, 1.29178+/-0.9668;
6700, 7800, 4352.56+/-725.441, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
6700, 7900, 4061.49+/-705.708, 28.0665+/-28.0665, 5.08114+/-3.59348, 33.7806+/-24.1841, 1.29178+/-0.9668;
6700, 8000, 3395.85+/-574.003, 28.0665+/-28.0665, 2.5859+/-2.5859, 19.5648+/-19.5648, 1.29178+/-0.9668;
6700, 8100, 3007.75+/-540.208, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6700, 8200, 2522.63+/-494.728, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6700, 8300, 2134.53+/-455.084, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6700, 8400, 2037.51+/-444.62, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6700, 8500, 1940.48+/-433.905, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6700, 8600, 1843.46+/-422.918, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6700, 8700, 1455.36+/-375.773, 28.0665+/-28.0665, 2.5859+/-2.5859, 0+/-0, 1.29178+/-0.9668;
6700, 8800, 1358.34+/-363.031, 28.0665+/-28.0665, 0+/-0, 0+/-0, 1.29178+/-0.9668;
6700, 8900, 1164.29+/-336.102, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6700, 9000, 1067.27+/-321.793, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6700, 9100, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6700, 9200, 582.145+/-237.66, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6700, 9300, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6700, 9400, 388.097+/-194.048, 28.0665+/-28.0665, 0+/-0, 0+/-0, 0.869893+/-0.869893;
6700, 9500, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6700, 9600, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6700, 9700, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6700, 9800, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6700, 9900, 0+/-0, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6700, 10000, 194.048+/-137.213, 0+/-0, 0+/-0, 0+/-0, 0+/-0;
6800, 1000, 103041+/-4574.31, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 2000, 24121.5+/-1831.7, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3000, 17040.9+/-1406.94, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3100, 16810.5+/-1388.04, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3200, 16796+/-1388.01, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3300, 16037.7+/-1338.9, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3400, 15940.6+/-1335.38, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3500, 15516.2+/-1308.28, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3600, 15509.2+/-1308.26, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3700, 15508.2+/-1308.26, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3800, 15314.1+/-1301.04, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 3900, 15119+/-1293.79, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4000, 14730.9+/-1279.15, 61.2307+/-36.5763, 10.4138+/-4.53932, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4100, 14730.4+/-1279.15, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4200, 14730.3+/-1279.15, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4300, 14632.2+/-1275.47, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4400, 14632.2+/-1275.47, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4500, 14632.2+/-1275.47, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4600, 14340.6+/-1264.35, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4700, 14243.6+/-1260.62, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4800, 14146.5+/-1256.88, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 4900, 13952.5+/-1249.37, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 5000, 13855.5+/-1245.59, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 5100, 13758.4+/-1241.81, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 5200, 13563.9+/-1234.21, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 5300, 13272.3+/-1222.71, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 5400, 13175.2+/-1218.86, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 5500, 13175.2+/-1218.86, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.9944+/-2.38753;
6800, 5600, 13078.2+/-1214.99, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.10427+/-2.21539;
6800, 5700, 12787.1+/-1203.31, 61.2307+/-36.5763, 9.22501+/-4.38089, 116.626+/-44.6518, 6.10427+/-2.21539;
6800, 5800, 12690.1+/-1199.39, 61.2307+/-36.5763, 8.40405+/-4.30328, 116.626+/-44.6518, 6.10427+/-2.21539;
